number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
0,0.8521865845861387,,0.7245517000765385,0.04740880238369021,5.0,,,xgboost,12.0,0.9014695094879451,COMPLETE,0 days 00:00:27.880211
1,0.9195272161930155,,0.7944260539657443,0.2168980520912598,3.0,,,lightgbm,15.0,0.8316081062964849,COMPLETE,0 days 00:00:26.130311
2,0.8961691538111305,,,,6.0,2.0,7.0,random_forest,13.0,,COMPLETE,0 days 00:00:22.837348
3,0.9207503873556458,,0.5609157185455718,0.07920819983564413,5.0,,,lightgbm,22.0,0.5496719959069374,COMPLETE,0 days 00:00:27.601980
4,0.9208263037527221,0.31825155448514175,,,,,,svm,,,COMPLETE,0 days 00:01:25.506413
5,0.9031360844102663,,,,6.0,4.0,7.0,random_forest,27.0,,COMPLETE,0 days 00:00:26.629861
6,0.9127869762789104,,,,8.0,3.0,7.0,random_forest,30.0,,COMPLETE,0 days 00:00:30.954338
7,0.9166766063360433,,0.5287365213434383,0.19544756356346926,5.0,,,lightgbm,6.0,0.5645741643342506,COMPLETE,0 days 00:00:23.771750
8,0.8731082540110453,,,,4.0,5.0,9.0,random_forest,12.0,,COMPLETE,0 days 00:00:23.614150
9,0.9205754756111175,0.42210804253530587,,,,,,svm,,,COMPLETE,0 days 00:01:29.452739
10,0.9193319251385886,2.5205323198549117,,,,,,svm,,,COMPLETE,0 days 00:02:29.848135
11,0.9193289849805496,2.533869211990943,,,,,,svm,,,COMPLETE,0 days 00:02:29.611554
12,0.9228029538494563,,0.5342401352421419,0.042982036443591526,9.0,,,lightgbm,23.0,0.511953896529332,COMPLETE,0 days 00:00:27.238341
13,0.9216209006179206,0.12345249942965406,,,,,,svm,,,COMPLETE,0 days 00:01:09.835016
14,0.9218364811112133,,0.992073659231248,0.1129828230205855,9.0,,,xgboost,21.0,0.6941693140891247,COMPLETE,0 days 00:00:52.025654
