number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_sampling_mode,params_smote_k,params_subsample,state,duration
28,0.7147679103043832,,0.6242197958738901,0.16239180149871446,8.0,,,lightgbm,27.0,smote,8.0,0.9547550365212887,COMPLETE,0 days 00:00:24.246278
29,0.6981612603011342,,,,8.0,5.0,2.0,random_forest,24.0,smote,6.0,,COMPLETE,0 days 00:00:24.594097
30,0.6981612603011342,,,,8.0,5.0,2.0,random_forest,24.0,smote,6.0,,COMPLETE,0 days 00:00:26.135008
31,0.7136755394223734,,0.6077347956690359,0.17685849213017046,8.0,,,lightgbm,22.0,smote,7.0,0.9430480919562758,COMPLETE,0 days 00:00:24.684394
32,0.7159210953709141,,0.6194257449477354,0.17840285702065625,8.0,,,lightgbm,27.0,smote,8.0,0.9493466776654127,COMPLETE,0 days 00:00:23.450994
33,0.7156398978809863,,0.6066157010586468,0.13908001984474164,9.0,,,lightgbm,28.0,smote,9.0,0.9979511355665431,COMPLETE,0 days 00:00:25.514105
34,0.7146015422279609,,0.6046942546229516,0.18447581203239222,6.0,,,lightgbm,27.0,smote,8.0,0.9396838146756887,COMPLETE,0 days 00:00:25.290885
35,0.7136006363857813,,0.5833923479303842,0.1853112676012756,6.0,,,lightgbm,28.0,smote,9.0,0.8534579909207718,COMPLETE,0 days 00:00:23.676983
36,0.7155360452280521,,0.5784342700047651,0.1447366688706734,9.0,,,lightgbm,28.0,smote,9.0,0.8542511206528824,COMPLETE,0 days 00:00:24.845350
37,0.6987556426315041,2.9028778698826594,,,,,,svm,,smote,9.0,,COMPLETE,0 days 00:01:18.701666
38,0.7029297848725725,2.952161272762342,,,,,,svm,,under,,,COMPLETE,0 days 00:00:18.665590
39,0.7108697105514729,,0.5712626109826034,0.13061642972862866,9.0,,,xgboost,25.0,smote,9.0,0.9072301104899491,COMPLETE,0 days 00:00:35.070334
40,0.6978980407332064,,,,9.0,3.0,5.0,random_forest,22.0,smote,9.0,,COMPLETE,0 days 00:00:24.654681
41,0.6959350149477723,,,,9.0,3.0,5.0,random_forest,18.0,smote,9.0,,COMPLETE,0 days 00:00:24.824047
42,0.7139066906904641,,0.6397725272274483,0.14794079956498735,8.0,,,lightgbm,28.0,smote,7.0,0.9821533211675814,COMPLETE,0 days 00:00:25.912173
43,0.7154539723586568,,0.674877640254075,0.14519412130174666,8.0,,,lightgbm,28.0,smote,7.0,0.9692063455748573,COMPLETE,0 days 00:00:25.204949
44,0.7155891674290493,,0.7008509627964373,0.15258443233488905,8.0,,,lightgbm,28.0,smote,9.0,0.9600780348737575,COMPLETE,0 days 00:00:23.691157
45,0.7151333958119729,,0.6966524970543683,0.14135374186591462,8.0,,,lightgbm,29.0,smote,7.0,0.9267701739538217,COMPLETE,0 days 00:00:25.673253
46,0.7118560525260063,,0.6903447820682163,0.13941660808970024,8.0,,,lightgbm,25.0,under,,0.9264864609148262,COMPLETE,0 days 00:00:04.393094
47,0.70811666969689,,0.6962113003195008,0.0929275069162718,8.0,,,xgboost,28.0,smote,7.0,0.8552029065884961,COMPLETE,0 days 00:00:26.381163
48,0.703623982027536,,0.722372691414948,0.08774288360481816,7.0,,,xgboost,28.0,smote,5.0,0.8587105363432218,COMPLETE,0 days 00:00:26.623473
49,0.7060447151005366,0.1148047597944537,,,,,,svm,,smote,5.0,,COMPLETE,0 days 00:00:24.062008
