number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
29,0.9222080721880683,,0.7073038774696389,0.16694938217396427,7.0,,,lightgbm,16.0,0.7451847290053608,COMPLETE,0 days 00:00:08.651407
30,0.9200273070673126,,0.5501918744574235,0.26676508976318447,8.0,,,lightgbm,11.0,0.5862979060612085,PRUNED,0 days 00:00:04.648608
31,0.9231055451499096,,0.5617666522297138,0.26937180607975425,8.0,,,lightgbm,12.0,0.5826094464899974,COMPLETE,0 days 00:00:06.685597
32,0.9225463864093788,,0.8467917115987939,0.12183095568750099,6.0,,,xgboost,27.0,0.6353804853475898,COMPLETE,0 days 00:00:13.962886
33,0.9187241935969982,,0.5716354996548072,0.2253719268929765,8.0,,,lightgbm,9.0,0.5240346684780746,PRUNED,0 days 00:00:06.548425
34,0.9247990940327409,,0.5247639997250286,0.29849389264693443,9.0,,,lightgbm,18.0,0.6156159130316881,COMPLETE,0 days 00:00:07.312021
35,0.9207779531692273,,0.5049138518142869,0.29802537681032903,6.0,,,lightgbm,10.0,0.5790530382616651,PRUNED,0 days 00:00:04.233567
36,0.920960983983705,,0.5560993206554139,0.2733804567698825,9.0,,,lightgbm,12.0,0.9979040341717016,PRUNED,0 days 00:00:07.023970
37,0.9183473008134981,,0.6748606269695995,0.23505048476377055,9.0,,,xgboost,18.0,0.716494537081262,PRUNED,0 days 00:00:10.492042
38,0.9192584520679028,,0.6754859871645589,0.2323465753268641,6.0,,,xgboost,22.0,0.7180910650025192,PRUNED,0 days 00:00:06.494140
39,0.9238854713478103,,0.7883771072587138,0.18171386658680266,6.0,,,lightgbm,22.0,0.8015602181302178,COMPLETE,0 days 00:00:08.737545
40,0.9247362476986565,,0.792292711865268,0.1799232632358615,5.0,,,lightgbm,27.0,0.8014769227919164,COMPLETE,0 days 00:00:09.079381
41,0.90834693781006,,,,5.0,3.0,10.0,random_forest,28.0,,COMPLETE,0 days 00:00:07.559146
42,0.925035596582452,,0.7871583234838052,0.18345228072184505,5.0,,,lightgbm,28.0,0.8004568234971635,COMPLETE,0 days 00:00:07.147877
43,0.9208301467762716,,0.7605212438531392,0.1835293494103808,4.0,,,lightgbm,26.0,0.8032077080472746,PRUNED,0 days 00:00:05.326869
44,0.919704884003044,,0.5222703039929979,0.13173298210598428,4.0,,,lightgbm,27.0,0.8059311389924042,PRUNED,0 days 00:00:06.492241
45,0.919753231765359,,0.7718106891279104,0.13701204084207208,5.0,,,lightgbm,28.0,0.9078855858825194,PRUNED,0 days 00:00:06.193864
46,0.9199168763829343,,0.7710928453915918,0.1350812579883366,5.0,,,lightgbm,29.0,0.9093320553550852,PRUNED,0 days 00:00:05.074778
47,0.9043057292726235,,,,5.0,3.0,10.0,random_forest,24.0,,PRUNED,0 days 00:00:04.429393
48,0.908406420080521,,,,4.0,3.0,10.0,random_forest,24.0,,PRUNED,0 days 00:00:03.879042
49,0.9084822381623329,2.461829067230097,,,,,,svm,,,PRUNED,0 days 00:00:15.520500
