number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
14,0.9197726179622612,,0.5658173930851413,0.18321827529432994,8.0,,,lightgbm,30.0,0.6391238689109953,PRUNED,0 days 00:00:06.220065
15,0.9139652354473234,,0.6466207395853653,0.2991485039103192,9.0,,,xgboost,27.0,0.6558583806554414,PRUNED,0 days 00:00:10.127431
16,0.9172207037676092,,0.6710307563001434,0.29755839884742136,3.0,,,xgboost,26.0,0.6455841877010071,PRUNED,0 days 00:00:04.772135
17,0.9140996830396051,,0.7496485425786024,0.1324467449679993,9.0,,,lightgbm,14.0,0.7360319404035457,PRUNED,0 days 00:00:06.486823
18,0.9143247826862269,,0.8141310015052075,0.13365871501689155,7.0,,,lightgbm,13.0,0.5701745010581921,PRUNED,0 days 00:00:06.240933
19,0.8985688277488529,,,,7.0,1.0,9.0,random_forest,14.0,,PRUNED,0 days 00:00:04.213646
20,0.9027844229788752,,,,7.0,1.0,8.0,random_forest,26.0,,PRUNED,0 days 00:00:05.071110
21,0.9237722946019827,,0.6974720181507772,0.22537840512738735,6.0,,,xgboost,26.0,0.7519166257696186,COMPLETE,0 days 00:00:11.915424
22,0.9177137567592684,,0.8454427709648908,0.2378569014447618,5.0,,,lightgbm,18.0,0.5120337034239434,PRUNED,0 days 00:00:05.993159
23,0.9181351514603537,,0.87240121969325,0.23526195780769782,6.0,,,lightgbm,24.0,0.5739684868939712,PRUNED,0 days 00:00:05.764783
24,0.9174992528073096,,0.8936144503388108,0.2576028019103698,6.0,,,lightgbm,19.0,0.5713483546743648,PRUNED,0 days 00:00:05.209884
25,0.9255113372123636,,0.9994273684517305,0.25901081615571353,8.0,,,lightgbm,19.0,0.5729832634556178,COMPLETE,0 days 00:00:08.562132
26,0.9187953809678091,,0.9697511062618919,0.19200050493111337,8.0,,,lightgbm,28.0,0.5080340954545071,PRUNED,0 days 00:00:07.236506
27,0.916455145206539,,0.990092032156076,0.20165291191292622,8.0,,,lightgbm,28.0,0.6027187150319442,PRUNED,0 days 00:00:06.722212
28,0.9136621200933301,,0.9843272375459082,0.27297641534888556,9.0,,,xgboost,10.0,0.6073179425588123,PRUNED,0 days 00:00:08.252153
29,0.9157911483409812,,0.60244317753876,0.2651723134950362,9.0,,,xgboost,11.0,0.7033349954289269,PRUNED,0 days 00:00:07.378983
30,0.9128379320217904,0.276221877025149,,,,,,svm,,,PRUNED,0 days 00:00:16.261253
31,0.9140690732550225,0.11243510154579184,,,,,,svm,,,PRUNED,0 days 00:00:13.289447
32,0.9165481518596934,,0.736857360148007,0.21109254802095356,5.0,,,lightgbm,16.0,0.5491881517683728,PRUNED,0 days 00:00:06.303031
33,0.9232807315760049,,0.7405692523726497,0.20865915333928534,5.0,,,lightgbm,20.0,0.5478724980763545,COMPLETE,0 days 00:00:08.866413
34,0.9188255983192559,,0.8059876330837662,0.25742166141297756,8.0,,,lightgbm,19.0,0.8362521113519739,PRUNED,0 days 00:00:04.870361
35,0.9251063383491026,,0.8124452847517956,0.16039519275431383,8.0,,,lightgbm,24.0,0.6944963110178377,COMPLETE,0 days 00:00:08.613366
36,0.9191689773129694,,0.8861443364321294,0.15373970047497054,9.0,,,lightgbm,23.0,0.6104639963627017,PRUNED,0 days 00:00:05.386976
37,0.9175581962642876,,0.922298141057667,0.24656265510801853,8.0,,,lightgbm,24.0,0.5397577595240012,PRUNED,0 days 00:00:06.911200
38,0.9183089208528294,,0.8290696361456127,0.16225769336490656,8.0,,,lightgbm,24.0,0.6882239561554656,PRUNED,0 days 00:00:06.301145
39,0.9106290043877164,2.056376004695864,,,,,,svm,,,PRUNED,0 days 00:00:25.063033
40,0.924382422549915,,0.7816071790362281,0.12204045105910138,9.0,,,xgboost,28.0,0.6970097878577317,COMPLETE,0 days 00:00:20.994489
41,0.9106222545377828,2.0861666808449852,,,,,,svm,,,PRUNED,0 days 00:00:25.294763
42,0.9191615995700189,,0.7801459960190653,0.10402578841429919,9.0,,,xgboost,28.0,0.6938269272726212,PRUNED,0 days 00:00:15.024978
43,0.9181353084336079,,0.7176657460153043,0.12329893144988849,9.0,,,xgboost,29.0,0.8062400798842321,PRUNED,0 days 00:00:15.752520
44,0.9182190536647603,,0.8560781290180801,0.12737931152667464,9.0,,,xgboost,29.0,0.6753835378239625,PRUNED,0 days 00:00:15.540455
45,0.918489047662103,,0.8497262571296089,0.17017554037058097,8.0,,,xgboost,26.0,0.6720295354625518,PRUNED,0 days 00:00:10.971055
46,0.9240699354672733,,0.7805495604547114,0.16085604246005278,8.0,,,xgboost,25.0,0.7198199396823219,COMPLETE,0 days 00:00:17.302966
47,0.9128891837893092,,0.7847162292346744,0.09974809298236731,7.0,,,xgboost,22.0,0.713464897695095,PRUNED,0 days 00:00:10.082883
48,0.8962449956926538,,,,8.0,5.0,2.0,random_forest,25.0,,PRUNED,0 days 00:00:05.508748
49,0.9015784759529532,,,,9.0,5.0,2.0,random_forest,27.0,,PRUNED,0 days 00:00:05.964769
