number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
0,0.9209577705747595,,0.668858816467063,0.21797870632907848,8.0,,,lightgbm,14.0,0.8332736867173057,COMPLETE,0 days 00:00:06.817747
1,0.901394296706289,2.266231420277933,,,,,,svm,,,PRUNED,0 days 00:00:25.934296
2,0.9107337364597795,,0.9602179726533802,0.023966649572921973,7.0,,,lightgbm,7.0,0.6319018716298119,COMPLETE,0 days 00:00:08.395200
3,0.9218747643026557,,0.790961843597084,0.23122118707863665,8.0,,,xgboost,22.0,0.8857879057387607,COMPLETE,0 days 00:00:15.534237
4,0.901296265855902,2.537912817099574,,,,,,svm,,,PRUNED,0 days 00:00:25.563621
5,0.9066104790430431,,0.8742360198683965,0.1018168009462525,7.0,,,xgboost,22.0,0.749805836667678,PRUNED,0 days 00:00:10.406490
6,0.8680372216080697,,0.648393670374505,0.16206850295188568,4.0,,,xgboost,7.0,0.7237811798652767,PRUNED,0 days 00:00:04.282566
7,0.8618490437835579,,,,6.0,5.0,2.0,random_forest,13.0,,PRUNED,0 days 00:00:04.113844
8,0.8302348787805401,,,,5.0,4.0,3.0,random_forest,6.0,,PRUNED,0 days 00:00:05.161280
9,0.8551724378553862,,0.7181316543525258,0.04561412241936265,5.0,,,xgboost,13.0,0.9412811846320668,COMPLETE,0 days 00:00:09.133810
10,0.9226449540909504,,0.6518155853506398,0.231153877116258,6.0,,,xgboost,28.0,0.9153615176512353,COMPLETE,0 days 00:00:10.773052
11,0.9127476808253538,,0.5294977196995062,0.2968254748467665,9.0,,,xgboost,30.0,0.9929816130852283,PRUNED,0 days 00:00:12.219336
12,0.9108832909003529,,0.5213835421483841,0.28966995854436395,9.0,,,xgboost,30.0,0.96800547501581,PRUNED,0 days 00:00:11.484391
13,0.913777083179098,,0.8220615959305989,0.23868501078491028,9.0,,,xgboost,26.0,0.8825457931337998,PRUNED,0 days 00:00:12.864573
14,0.9087284943841655,,0.8171427915587434,0.22542480080431343,3.0,,,xgboost,23.0,0.8636803175644998,PRUNED,0 days 00:00:06.514956
15,0.9116484020814538,,0.7785493278514025,0.22070970252541483,7.0,,,xgboost,24.0,0.5092940521076046,PRUNED,0 days 00:00:08.782314
16,0.917954131336567,,0.6237108204066693,0.16495089473388796,7.0,,,xgboost,20.0,0.8133342861988263,COMPLETE,0 days 00:00:11.916151
17,0.8851054121812978,,,,6.0,1.0,10.0,random_forest,19.0,,PRUNED,0 days 00:00:05.568090
