number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
0,0.9029867615036279,1.9376404228248165,,,,,,svm,,,PRUNED,0 days 00:00:26.320657
1,0.9137912987364736,,0.5976560178476684,0.2741615642249998,5.0,,,lightgbm,5.0,0.9341795875424466,COMPLETE,0 days 00:00:06.163832
2,0.8724691987080474,,,,3.0,3.0,5.0,random_forest,9.0,,PRUNED,0 days 00:00:03.508771
3,0.9184232763434901,,0.7328751014553332,0.25493963161747435,7.0,,,lightgbm,6.0,0.7144960100162934,COMPLETE,0 days 00:00:07.972074
4,0.9030497077785897,1.774259359335444,,,,,,svm,,,PRUNED,0 days 00:00:36.880087
5,0.9218511741257803,,0.9859953389616387,0.28631727148012426,4.0,,,lightgbm,18.0,0.8909367003248856,COMPLETE,0 days 00:00:09.608646
6,0.9213249495179466,,0.9836359823448229,0.20081499360202582,5.0,,,xgboost,26.0,0.9880215472694589,COMPLETE,0 days 00:00:18.062982
7,0.8813384230341298,,,,9.0,1.0,3.0,random_forest,9.0,,PRUNED,0 days 00:00:06.005082
8,0.8938429124692019,,,,5.0,5.0,2.0,random_forest,24.0,,PRUNED,0 days 00:00:06.369083
9,0.8960746012251449,,0.7536143235277744,0.22219617584800505,3.0,,,xgboost,9.0,0.8098300948972088,PRUNED,0 days 00:00:04.253665
10,0.8901182510919061,,,,4.0,5.0,7.0,random_forest,15.0,,PRUNED,0 days 00:00:04.204373
11,0.9100220673000851,,0.9941214139559442,0.06468057178917191,7.0,,,lightgbm,18.0,0.5223113127929104,PRUNED,0 days 00:00:07.639357
12,0.9077700505077144,,0.988039945993695,0.08411217230523145,6.0,,,xgboost,27.0,0.9993360877282421,PRUNED,0 days 00:00:14.371829
13,0.9137982943914083,,0.9978547816056225,0.14931149289008416,5.0,,,xgboost,30.0,0.9873597169630961,PRUNED,0 days 00:00:11.732156
14,0.9212829834349362,,0.8806185658332806,0.17588512065799317,5.0,,,xgboost,30.0,0.8759433353090619,COMPLETE,0 days 00:00:19.851603
15,0.914503967655975,,0.8574868235996329,0.18555348186423973,4.0,,,lightgbm,20.0,0.8478308760793687,PRUNED,0 days 00:00:11.021278
16,0.9128694836458985,,0.8627578479783378,0.29011798182472126,4.0,,,xgboost,22.0,0.8806793257039724,PRUNED,0 days 00:00:11.285021
17,0.9139256781872478,,0.8769993661745153,0.29764671421978245,4.0,,,xgboost,22.0,0.6749286151565164,PRUNED,0 days 00:00:09.829415
18,0.9116053780292699,,0.9108160575152131,0.12700530731399712,7.0,,,lightgbm,14.0,0.6647233712830412,PRUNED,0 days 00:00:09.697814
19,0.9110387045813586,,0.5369783017514356,0.12317461732169155,6.0,,,lightgbm,14.0,0.9354680956008612,PRUNED,0 days 00:00:10.312201
20,0.9068169089077928,0.1169352200490088,,,,,,svm,,,PRUNED,0 days 00:00:22.568039
21,0.906059826902453,0.17812738539037598,,,,,,svm,,,PRUNED,0 days 00:00:23.281415
