number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_sampling_mode,params_smote_k,params_subsample,state,duration
21,0.6973798839934666,,0.9823042369831869,0.10582767424707189,5.0,,,lightgbm,27.0,smote,3.0,0.912427816358183,COMPLETE,0 days 00:00:14.344239
22,0.6992905597488365,,0.5055854234782095,0.19642026892287495,7.0,,,xgboost,23.0,over,,0.7040490070867611,COMPLETE,0 days 00:00:02.955691
23,0.6999984789764849,,0.5670315869231347,0.2131467396811332,6.0,,,xgboost,23.0,over,,0.7999380515592581,COMPLETE,0 days 00:00:02.869108
24,0.7055040267663636,,0.5711693551416022,0.12381740335812637,8.0,,,lightgbm,27.0,over,,0.9048394369221304,COMPLETE,0 days 00:00:01.795945
25,0.7038297927406528,,0.7282380785971925,0.12096211233127074,9.0,,,lightgbm,28.0,over,,0.9142534229596195,COMPLETE,0 days 00:00:02.043624
26,0.7035718619696479,,0.7215207289539339,0.12063567514791713,9.0,,,lightgbm,26.0,over,,0.9106732021159729,COMPLETE,0 days 00:00:01.725597
27,0.7039148473759912,,0.7204250451552473,0.1297061475687023,9.0,,,lightgbm,26.0,over,,0.9182094056157444,COMPLETE,0 days 00:00:01.782552
28,0.7033849653122708,,0.710600695854129,0.1272960257192062,9.0,,,lightgbm,20.0,over,,0.7092402383872072,COMPLETE,0 days 00:00:01.642877
29,0.7022892204986153,,0.7304134623866896,0.1362917260040151,9.0,,,lightgbm,20.0,over,,0.6786602020797401,COMPLETE,0 days 00:00:01.744853
30,0.6979906388599995,,0.5929894535630913,0.14439553539429323,8.0,,,lightgbm,11.0,over,,0.9307135520392089,COMPLETE,0 days 00:00:01.469417
31,0.700065538579172,,0.76612417657455,0.06045986983982274,8.0,,,lightgbm,29.0,under,,0.9409842885882244,COMPLETE,0 days 00:00:01.996177
32,0.700017466249984,,0.7523445325955752,0.06748125610066241,8.0,,,lightgbm,26.0,over,,0.9322100675953398,COMPLETE,0 days 00:00:02.633936
33,0.6925866927687435,,0.6883976348399751,0.12629498432300998,9.0,,,lightgbm,5.0,over,,0.913353171590667,COMPLETE,0 days 00:00:02.342740
34,0.7041727866509554,,0.6784482341254787,0.1250561437097446,9.0,,,lightgbm,28.0,over,,0.8996547999701813,COMPLETE,0 days 00:00:03.217143
35,0.7034738577217304,,0.6373736456843484,0.11702865148454261,9.0,,,lightgbm,25.0,over,,0.829691774542739,COMPLETE,0 days 00:00:02.380895
36,0.6887569082295601,,,,8.0,1.0,6.0,random_forest,28.0,smote,10.0,,COMPLETE,0 days 00:00:13.824706
37,0.6895117561712659,,,,8.0,1.0,7.0,random_forest,28.0,smote,10.0,,COMPLETE,0 days 00:00:15.109588
38,0.7034484428303559,,0.5755861914646181,0.08893003190911658,9.0,,,lightgbm,30.0,under,,0.9521701714056883,COMPLETE,0 days 00:00:01.900328
39,0.6900515626752827,,,,8.0,1.0,10.0,random_forest,30.0,over,,,COMPLETE,0 days 00:00:02.843227
40,0.7043660554297874,,0.6709023600547138,0.14877960848180985,9.0,,,lightgbm,30.0,over,,0.7820383898176891,COMPLETE,0 days 00:00:01.687066
41,0.6898602575843483,1.9883578647348372,,,,,,svm,,under,,,COMPLETE,0 days 00:00:06.028703
42,0.704065708261662,,0.655942397125143,0.15278537239812778,9.0,,,lightgbm,28.0,over,,0.7789221656488974,COMPLETE,0 days 00:00:02.001793
43,0.7044367377249099,,0.665962823080176,0.1515788515132128,9.0,,,lightgbm,29.0,over,,0.7621225426254783,COMPLETE,0 days 00:00:01.902949
44,0.6898500882947028,2.004943537756333,,,,,,svm,,under,,,COMPLETE,0 days 00:00:08.186416
45,0.7054839724742473,,0.6102011027249612,0.1516017216722263,8.0,,,lightgbm,29.0,over,,0.7630693671762012,COMPLETE,0 days 00:00:02.204928
46,0.7044428330757774,,0.6054079939874012,0.17681211768262617,8.0,,,lightgbm,29.0,over,,0.7360834959229542,COMPLETE,0 days 00:00:03.140021
47,0.7040233554825289,,0.6029941395214349,0.17658336608056868,8.0,,,lightgbm,30.0,over,,0.7345795169045928,COMPLETE,0 days 00:00:02.596227
48,0.7049477182643402,,0.6173890384485832,0.17484780300776448,8.0,,,lightgbm,30.0,over,,0.7374294669451223,COMPLETE,0 days 00:00:02.177791
49,0.7052491224784309,,0.5525889378326057,0.2077352581833246,7.0,,,lightgbm,29.0,over,,0.6482444124768537,COMPLETE,0 days 00:00:01.697948
