number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
0,0.9031625388940508,,,,9.0,5.0,3.0,random_forest,22.0,,COMPLETE,0 days 00:00:13.753392
1,0.90094932411117,2.7656372195819903,,,,,,svm,,,COMPLETE,0 days 00:01:11.434511
2,0.8906480797229127,,0.523032157830772,0.15764303547887032,3.0,,,xgboost,7.0,0.572265920686545,COMPLETE,0 days 00:00:20.426199
3,0.9023871572320322,0.4746936341429876,,,,,,svm,,,COMPLETE,0 days 00:00:47.012452
4,0.8905683648291784,,,,7.0,2.0,9.0,random_forest,10.0,,COMPLETE,0 days 00:00:12.938721
5,0.87262339254785,,,,3.0,2.0,4.0,random_forest,18.0,,COMPLETE,0 days 00:00:11.016017
6,0.8897632329263013,,0.5473064866731447,0.054888569112060234,3.0,,,xgboost,15.0,0.5504948601272628,COMPLETE,0 days 00:00:11.500412
7,0.8941184418892713,,,,4.0,4.0,4.0,random_forest,24.0,,COMPLETE,0 days 00:00:13.139498
8,0.9036403052362806,,0.8433609154692749,0.070292144215254,7.0,,,xgboost,21.0,0.6018541350048252,COMPLETE,0 days 00:00:16.353641
9,0.9074248751934793,,0.5633659534782569,0.0963892771896592,9.0,,,lightgbm,16.0,0.7145697895010434,COMPLETE,0 days 00:00:13.820971
10,0.9077346954365627,,0.8141177104206082,0.2038173692978358,7.0,,,lightgbm,11.0,0.642887266486025,COMPLETE,0 days 00:00:12.244025
11,0.9079921958268601,,0.6951781495583771,0.25255030241301696,9.0,,,lightgbm,30.0,0.9069936053045502,COMPLETE,0 days 00:00:14.037338
12,0.9081867211987781,,0.7353121082932289,0.282085411354688,9.0,,,lightgbm,13.0,0.8313899637714303,COMPLETE,0 days 00:00:12.907367
13,0.9082533464872009,,0.7464366289526838,0.28052468762052574,7.0,,,lightgbm,29.0,0.9655098823065622,COMPLETE,0 days 00:00:13.684145
14,0.9069473916148834,,0.7047899630418131,0.29517727426429907,9.0,,,lightgbm,28.0,0.9199449016270138,COMPLETE,0 days 00:00:14.135392
15,0.9081344465756228,,0.9812460719803227,0.299712914490753,5.0,,,lightgbm,30.0,0.9723830406248016,COMPLETE,0 days 00:00:15.302011
16,0.9043124578426424,,0.7395391335250047,0.29267671561272984,5.0,,,lightgbm,5.0,0.9967588310283216,COMPLETE,0 days 00:00:13.968483
17,0.9084035718732935,,0.766431731280423,0.22512905535022676,8.0,,,lightgbm,13.0,0.8226803515167774,COMPLETE,0 days 00:00:14.634915
18,0.9083382969056384,,0.6386942577225883,0.22319892990822104,8.0,,,lightgbm,13.0,0.804043052677503,COMPLETE,0 days 00:00:14.707140
19,0.9084535529248231,,0.8489283762771698,0.2177367098746579,8.0,,,lightgbm,26.0,0.795642821550339,COMPLETE,0 days 00:00:14.537894
20,0.9009197891873972,2.9354832783666787,,,,,,svm,,,COMPLETE,0 days 00:00:47.184605
21,0.9011083853388963,2.036258720796012,,,,,,svm,,,COMPLETE,0 days 00:00:42.307460
22,0.9090636511446822,,0.8454528341823284,0.21353506351219442,8.0,,,lightgbm,19.0,0.8008516464190732,COMPLETE,0 days 00:00:13.969979
23,0.9088337839252988,,0.8562626261114974,0.2133342483795863,8.0,,,lightgbm,18.0,0.7925431389270764,COMPLETE,0 days 00:00:12.985041
24,0.9086567947904625,,0.8750992262012025,0.18360684250749928,8.0,,,lightgbm,26.0,0.754644346416273,COMPLETE,0 days 00:00:14.275275
25,0.908909163280364,,0.9020419592794434,0.1724795723986849,8.0,,,lightgbm,25.0,0.733118279969001,COMPLETE,0 days 00:00:13.812550
26,0.9086326132898819,,0.923230262843622,0.16554893769114096,6.0,,,lightgbm,19.0,0.7147701869244573,COMPLETE,0 days 00:00:13.411151
27,0.9080997006644415,,0.9265093984296682,0.12802204151918073,6.0,,,lightgbm,19.0,0.700714081875538,COMPLETE,0 days 00:00:13.421404
28,0.9083789644649395,,0.9211729434753579,0.1263656411224272,6.0,,,lightgbm,21.0,0.6783681667311425,COMPLETE,0 days 00:00:13.827872
29,0.9071939896866109,,0.908537314819771,0.18598817275455076,8.0,,,xgboost,22.0,0.8797177749926105,COMPLETE,0 days 00:00:18.032898
30,0.9073543234406788,,0.9836529415542377,0.18576189726219325,8.0,,,xgboost,25.0,0.8804847495745546,COMPLETE,0 days 00:00:18.378612
