number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
15,0.9093572569836065,,0.7561554421901813,0.25636295245293955,7.0,,,lightgbm,24.0,0.7131985729807889,COMPLETE,0 days 00:00:15.399661
16,0.9089774036119417,,0.7797996909602434,0.29575877502604087,7.0,,,lightgbm,13.0,0.7013726067323309,COMPLETE,0 days 00:00:19.526734
17,0.909197568509887,,0.7942515995979577,0.28378011323202573,5.0,,,lightgbm,25.0,0.7088883114249204,COMPLETE,0 days 00:00:18.302413
18,0.9091503933093685,,0.8491832108214762,0.2934991294476664,5.0,,,lightgbm,25.0,0.5932635982805823,COMPLETE,0 days 00:00:13.672680
19,0.9093190667190049,,0.8417462755478011,0.28958260828178883,5.0,,,lightgbm,25.0,0.5053208013537607,COMPLETE,0 days 00:00:13.544114
20,0.9096391330877447,,0.5073594503400751,0.21154496931957495,5.0,,,lightgbm,26.0,0.8469168600640679,COMPLETE,0 days 00:00:14.055005
21,0.9096722544961265,,0.5193121031981309,0.2066673338942078,5.0,,,lightgbm,26.0,0.5030972601442729,COMPLETE,0 days 00:00:14.102020
22,0.9093783989423657,,0.5430827173331991,0.21971641641704184,5.0,,,lightgbm,27.0,0.5093675646880845,COMPLETE,0 days 00:00:13.721999
23,0.9093983569815784,,0.5156035444373681,0.21084463198408704,4.0,,,lightgbm,28.0,0.831329542887338,COMPLETE,0 days 00:00:13.723287
24,0.9092905253306375,,0.5028872752582378,0.20040398021233097,4.0,,,lightgbm,27.0,0.8523806023834354,COMPLETE,0 days 00:00:13.529213
25,0.9092441607527127,,0.5155044383287416,0.1900321777091643,4.0,,,lightgbm,28.0,0.8528476492156993,COMPLETE,0 days 00:00:13.676138
26,0.9091978570032971,,0.5484696170750222,0.16589125843177668,4.0,,,lightgbm,28.0,0.8347938774452186,COMPLETE,0 days 00:00:13.120473
27,0.9077674217817435,,0.5723628241526902,0.1570814347991382,4.0,,,lightgbm,22.0,0.8126801057388219,COMPLETE,0 days 00:00:13.001197
28,0.9092907373556053,,0.5683193878655514,0.2310249614581095,6.0,,,lightgbm,22.0,0.8018300888210201,COMPLETE,0 days 00:00:14.097292
29,0.9088689981690443,,0.6782136985225069,0.2263879141504143,5.0,,,lightgbm,22.0,0.8997156016627539,COMPLETE,0 days 00:00:13.168240
30,0.8268855290376745,,,,3.0,5.0,10.0,random_forest,6.0,,COMPLETE,0 days 00:00:11.814113
31,0.7988074333440908,,,,3.0,5.0,10.0,random_forest,5.0,,COMPLETE,0 days 00:00:11.088067
32,0.909598204960704,,0.5113859654384525,0.2082629902405382,5.0,,,lightgbm,27.0,0.5257101969058358,COMPLETE,0 days 00:00:14.215549
33,0.9095554929421871,,0.5038109406176374,0.20272740263328534,5.0,,,lightgbm,27.0,0.5000468955147913,COMPLETE,0 days 00:00:14.037840
34,0.9095159311174082,,0.5017672678751658,0.20193071805645146,5.0,,,lightgbm,27.0,0.5634352451651213,COMPLETE,0 days 00:00:13.895012
35,0.9092608925997597,,0.5011196058039402,0.255278285386622,5.0,,,lightgbm,29.0,0.5633082088270797,COMPLETE,0 days 00:00:13.889743
36,0.9043956735747164,0.20617313638309498,,,,,,svm,,,COMPLETE,0 days 00:00:26.368832
37,0.9038059645735114,0.37375371345313013,,,,,,svm,,,COMPLETE,0 days 00:00:28.910011
38,0.909424338139096,,0.5921469570011612,0.13834029216382435,6.0,,,lightgbm,26.0,0.658507974212383,COMPLETE,0 days 00:00:14.272452
39,0.9077426010364116,,0.5774751854049436,0.18113271272472736,6.0,,,xgboost,30.0,0.642412166921521,COMPLETE,0 days 00:00:14.694560
40,0.9077717265103628,,0.5470571503410933,0.18272071562779413,6.0,,,xgboost,30.0,0.5416026070195771,COMPLETE,0 days 00:00:14.632331
41,0.893482760203049,,,,4.0,1.0,2.0,random_forest,20.0,,COMPLETE,0 days 00:00:12.531387
42,0.9091678725850146,,0.5328353022781112,0.2067455990169737,5.0,,,lightgbm,26.0,0.5304247896858431,COMPLETE,0 days 00:00:13.119720
43,0.909461516065762,,0.5334025618318075,0.2040757714208706,5.0,,,lightgbm,26.0,0.5397484285149367,COMPLETE,0 days 00:00:13.592241
44,0.9093819044181656,,0.5018594589740518,0.253859828030923,5.0,,,lightgbm,23.0,0.5546199175006806,COMPLETE,0 days 00:00:13.152583
45,0.9094422919447928,,0.6510184839509925,0.2591530888481959,5.0,,,lightgbm,23.0,0.5784980245526885,COMPLETE,0 days 00:00:12.618051
46,0.9092698854207776,,0.6483376346187721,0.2499350737536935,6.0,,,lightgbm,28.0,0.5965609391826425,COMPLETE,0 days 00:00:13.881770
47,0.9025386309067548,1.7599175612467277,,,,,,svm,,,COMPLETE,0 days 00:00:38.606569
48,0.9025734037133422,1.655837342955416,,,,,,svm,,,COMPLETE,0 days 00:00:38.017309
49,0.9087069387008507,,0.5595662822943048,0.194765438204874,4.0,,,lightgbm,24.0,0.6308728479788497,COMPLETE,0 days 00:00:12.516891
