number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
0,0.6713077536779949,,,,9.0,1.0,4.0,random_forest,9.0,,COMPLETE,0 days 00:00:23.482939
1,0.6622494445063493,,,,6.0,5.0,6.0,random_forest,8.0,,COMPLETE,0 days 00:00:22.852132
2,0.6863143812394045,,,,7.0,2.0,6.0,random_forest,27.0,,COMPLETE,0 days 00:00:23.040614
3,0.6843709510551271,,,,9.0,5.0,9.0,random_forest,22.0,,COMPLETE,0 days 00:00:23.722754
4,0.69293592827607,2.0611051751049017,,,,,,svm,,,COMPLETE,0 days 00:02:15.940081
5,0.6927024470730058,2.801859016224358,,,,,,svm,,,COMPLETE,0 days 00:02:19.005913
6,0.6920747904788261,,0.9605822953758584,0.0247010778682207,7.0,,,xgboost,27.0,0.5146757827034665,COMPLETE,0 days 00:00:51.279864
7,0.6813964561544702,,,,6.0,1.0,8.0,random_forest,29.0,,COMPLETE,0 days 00:00:26.215355
8,0.6926651069983398,2.945366319314394,,,,,,svm,,,COMPLETE,0 days 00:02:22.522524
9,0.6937163816963389,1.0239088880389131,,,,,,svm,,,COMPLETE,0 days 00:01:51.647866
10,0.6923031159001404,,0.7226373863467728,0.0922510611204827,8.0,,,xgboost,8.0,0.6567623642480375,COMPLETE,0 days 00:00:34.414430
11,0.69863526812252,,0.5276065569364701,0.279291580166908,3.0,,,lightgbm,15.0,0.9664377931840119,COMPLETE,0 days 00:00:25.757339
12,0.6948402801586032,0.5216331570489359,,,,,,svm,,,COMPLETE,0 days 00:01:19.952276
13,0.6978453063244238,,0.5082230323122761,0.2845551043546526,3.0,,,lightgbm,15.0,0.9944443202241305,COMPLETE,0 days 00:00:24.475073
14,0.6985187945101927,,0.5041364674891797,0.2845557005826723,3.0,,,lightgbm,16.0,0.9859027923041214,COMPLETE,0 days 00:00:24.503702
15,0.6988369128067253,,0.5032479721584217,0.297790418545697,3.0,,,lightgbm,16.0,0.9867893600221721,COMPLETE,0 days 00:00:23.253525
16,0.7020127619997529,,0.6237664525398678,0.21827324850231972,4.0,,,lightgbm,19.0,0.8634082578661547,COMPLETE,0 days 00:00:25.166725
17,0.7033844475476876,,0.6258496080138783,0.21369335728101238,4.0,,,lightgbm,20.0,0.8462159182303743,COMPLETE,0 days 00:00:24.282511
18,0.7027893221509846,,0.6706444053543861,0.18609660957192403,4.0,,,lightgbm,21.0,0.8352574209890598,COMPLETE,0 days 00:00:25.016649
19,0.7054382348711972,,0.6792876329816725,0.19955474460914657,5.0,,,lightgbm,22.0,0.8150743030825721,COMPLETE,0 days 00:00:24.995349
20,0.7054120745144742,,0.7180685688279087,0.18340685033037668,5.0,,,lightgbm,22.0,0.8137730705033833,COMPLETE,0 days 00:00:24.293244
21,0.7041801204145862,,0.8310504656091979,0.1388986885510501,5.0,,,lightgbm,25.0,0.7503754085759597,COMPLETE,0 days 00:00:23.662842
22,0.704692751198988,,0.813170223574843,0.15461269894723964,5.0,,,lightgbm,24.0,0.7897729195770763,COMPLETE,0 days 00:00:24.937040
23,0.7041893985498655,,0.8339461216876791,0.1387921071139357,5.0,,,lightgbm,26.0,0.7370023805408128,COMPLETE,0 days 00:00:24.728890
24,0.7034151808364694,,0.8173687930830387,0.13708674522424066,5.0,,,lightgbm,24.0,0.7497384479757058,COMPLETE,0 days 00:00:24.517241
25,0.7057187139104544,,0.8290536608323966,0.1842642854695932,5.0,,,lightgbm,23.0,0.7643450097640441,COMPLETE,0 days 00:00:23.832002
26,0.701475756618716,,0.7362704273739304,0.19112297231460376,5.0,,,xgboost,23.0,0.8014498712873479,COMPLETE,0 days 00:00:26.853383
27,0.708165717469028,,0.741326138983887,0.21688879773316982,6.0,,,xgboost,30.0,0.6613511401763368,COMPLETE,0 days 00:00:32.709424
28,0.7021038602753537,,0.9128139537806261,0.23706130946287868,6.0,,,lightgbm,12.0,0.6565611105412325,COMPLETE,0 days 00:00:24.070363
29,0.7066080741325186,,0.8786349838547449,0.23829463398580664,7.0,,,xgboost,28.0,0.6504316421952865,COMPLETE,0 days 00:00:38.435495
30,0.7066345879834683,,0.7787966557326599,0.24937762736521563,7.0,,,xgboost,29.0,0.6459833044106397,COMPLETE,0 days 00:00:37.159445
31,0.7073589590296064,,0.8935769066848761,0.25452522084097673,7.0,,,xgboost,30.0,0.6317845019204996,COMPLETE,0 days 00:00:39.258485
32,0.7076159633862465,,0.8856849754510413,0.25436222042740864,7.0,,,xgboost,30.0,0.6411725978849593,COMPLETE,0 days 00:00:39.468986
33,0.7060321597038773,,0.911514508804305,0.2510117988083518,7.0,,,xgboost,30.0,0.6192348063600217,COMPLETE,0 days 00:00:39.127460
34,0.7036540872195437,,0.9924664329407793,0.2523817346115943,8.0,,,xgboost,30.0,0.5878764962352078,COMPLETE,0 days 00:00:48.362720
35,0.7055545921647397,,0.7641830702879105,0.259988258304823,8.0,,,xgboost,30.0,0.5780933491190081,COMPLETE,0 days 00:00:40.671001
36,0.6871704531763498,,0.7764366440444171,0.26223473286884125,8.0,,,xgboost,5.0,0.6970138808597759,COMPLETE,0 days 00:00:25.961452
37,0.7072130021414486,,0.7696690324894531,0.21748499936463767,7.0,,,xgboost,28.0,0.6964639224612852,COMPLETE,0 days 00:00:36.626229
38,0.7069577459998445,,0.9039433264826151,0.22342868118009587,7.0,,,xgboost,28.0,0.7041312607946373,COMPLETE,0 days 00:00:37.535044
39,0.7067334135881228,,0.884576888418481,0.2180889397555924,6.0,,,xgboost,27.0,0.7043251129293618,COMPLETE,0 days 00:00:31.484421
40,0.7060030806424361,,0.8713027269141232,0.22301492148439334,6.0,,,xgboost,26.0,0.5480392604346742,COMPLETE,0 days 00:00:31.349744
41,0.6813655257252919,,,,6.0,3.0,2.0,random_forest,26.0,,COMPLETE,0 days 00:00:22.627749
42,0.6905783147455887,,0.9696575177756139,0.023162336343735823,7.0,,,xgboost,29.0,0.6962412567009302,COMPLETE,0 days 00:00:41.975675
43,0.693633481792399,,0.9510971953946933,0.034324121203555935,7.0,,,xgboost,28.0,0.699900573678546,COMPLETE,0 days 00:00:40.459366
44,0.7054070157519153,,0.9288292416028873,0.2341621164255693,7.0,,,xgboost,28.0,0.612277115359859,COMPLETE,0 days 00:00:37.980644
45,0.7031824284950754,,0.9081241896343739,0.23269747435734855,9.0,,,xgboost,28.0,0.6113622099460804,COMPLETE,0 days 00:00:50.664963
46,0.7033499757120678,,0.8718054132080748,0.2714371896892178,8.0,,,xgboost,30.0,0.5297494590654639,COMPLETE,0 days 00:00:44.050230
47,0.7028344972990186,,0.8579112173452733,0.26724003985872463,8.0,,,xgboost,30.0,0.52327037663673,COMPLETE,0 days 00:00:45.107185
48,0.6845529431682849,,,,7.0,4.0,10.0,random_forest,27.0,,COMPLETE,0 days 00:00:22.355264
49,0.7062054431646604,,0.8530711650078808,0.20431990392813038,8.0,,,xgboost,25.0,0.6758825375022106,COMPLETE,0 days 00:00:24.794927
