number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
30,0.691528124493563,2.403995479653357,,,,,,svm,,,COMPLETE,0 days 00:02:01.109767
31,0.7065974634318121,,0.7951699818372301,0.1452827084284565,7.0,,,xgboost,22.0,0.6065667147068288,COMPLETE,0 days 00:00:36.197472
32,0.7101228921775548,,0.7344082829453358,0.2491011844884414,7.0,,,lightgbm,28.0,0.7078810200645675,COMPLETE,0 days 00:00:28.427204
33,0.7097923452503959,,0.7386580954686696,0.2516883760066466,7.0,,,lightgbm,28.0,0.725204075996195,COMPLETE,0 days 00:00:30.944030
34,0.7092504359284754,,0.7567965632793953,0.2539317965942839,8.0,,,lightgbm,28.0,0.7259766046212037,COMPLETE,0 days 00:00:26.972618
35,0.7103009151113095,,0.7702652624991011,0.18972478492261613,8.0,,,lightgbm,27.0,0.7344314610231613,COMPLETE,0 days 00:00:25.260166
36,0.7101260374667899,,0.8571908432146091,0.1981922169167728,8.0,,,lightgbm,26.0,0.9393311102862894,COMPLETE,0 days 00:00:25.442168
37,0.7093079533173956,,0.854008968667957,0.2059538140944032,8.0,,,lightgbm,25.0,0.8254270522643762,COMPLETE,0 days 00:00:25.648298
38,0.7107930384573193,,0.6899939130092226,0.1883073258731963,8.0,,,lightgbm,24.0,0.819781826256164,COMPLETE,0 days 00:00:24.963557
39,0.6878524287744469,,,,9.0,1.0,7.0,random_forest,24.0,,COMPLETE,0 days 00:00:24.010842
40,0.684904306435515,,,,9.0,1.0,7.0,random_forest,18.0,,COMPLETE,0 days 00:00:22.695523
41,0.6996009370305649,,0.6719286335897714,0.16138854041253475,5.0,,,xgboost,18.0,0.9640773387500097,COMPLETE,0 days 00:00:25.854665
42,0.7098069614147232,,0.6838857592595758,0.17034279267665597,8.0,,,lightgbm,22.0,0.8291418857598303,COMPLETE,0 days 00:00:24.356141
43,0.7101136513403775,,0.6830718249581583,0.1843928954525357,8.0,,,lightgbm,21.0,0.8329789589095313,COMPLETE,0 days 00:00:24.220466
44,0.7099657760614666,,0.7765368001675885,0.19054725289296648,8.0,,,lightgbm,27.0,0.7432019872573933,COMPLETE,0 days 00:00:24.853701
45,0.7093032424010044,,0.7889275966924331,0.12505477836390255,7.0,,,lightgbm,27.0,0.7436908808181069,COMPLETE,0 days 00:00:24.824754
46,0.6921094460243311,1.3806169853326438,,,,,,svm,,,COMPLETE,0 days 00:01:38.743449
47,0.6920771912325864,1.4152103870079957,,,,,,svm,,,COMPLETE,0 days 00:01:45.425427
48,0.7027949411391323,,0.6177869753273503,0.227127227729704,7.0,,,lightgbm,9.0,0.9060536223370127,COMPLETE,0 days 00:00:22.765414
49,0.7031702953028223,,0.6211271422569888,0.26424042856376767,3.0,,,lightgbm,20.0,0.9888560705851807,COMPLETE,0 days 00:00:13.398628
