number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
0,0.7086304631278858,,0.5239453785188298,0.2997440426941218,6.0,,,lightgbm,28.0,0.7139331938814663,COMPLETE,0 days 00:00:38.976509
1,0.6852632529420887,,,,9.0,2.0,5.0,random_forest,20.0,,COMPLETE,0 days 00:00:37.889318
2,0.6941381486179267,1.0778466865285556,,,,,,svm,,,COMPLETE,0 days 00:01:38.964259
3,0.6855482225847948,,,,8.0,1.0,4.0,random_forest,29.0,,COMPLETE,0 days 00:00:23.958383
4,0.6645587429169885,,,,5.0,5.0,8.0,random_forest,10.0,,COMPLETE,0 days 00:00:21.584312
5,0.6949175762285451,,0.7068555510179317,0.1391853795410878,5.0,,,xgboost,17.0,0.922303494938358,COMPLETE,0 days 00:00:30.598874
6,0.700403279890177,,0.5645933964725256,0.1512753949094452,7.0,,,xgboost,14.0,0.6642022558395394,COMPLETE,0 days 00:00:31.712331
7,0.6557251760170413,,,,6.0,2.0,9.0,random_forest,6.0,,COMPLETE,0 days 00:00:26.674886
8,0.692931267331861,,0.879689141369478,0.10886972642946895,6.0,,,xgboost,15.0,0.6387773556426894,COMPLETE,0 days 00:00:37.268966
9,0.6710708985402793,,,,5.0,4.0,2.0,random_forest,16.0,,COMPLETE,0 days 00:00:24.018134
10,0.6908224160815238,,0.622481574334623,0.010791910152644076,9.0,,,lightgbm,20.0,0.9881698604845,COMPLETE,0 days 00:00:25.895844
11,0.7066060218257492,,0.5043747728173638,0.2952373693147043,3.0,,,lightgbm,29.0,0.8432312665593504,COMPLETE,0 days 00:00:26.086321
12,0.7057534954437782,,0.5034821576991263,0.27784995844192245,3.0,,,lightgbm,29.0,0.6910746016751625,COMPLETE,0 days 00:00:26.667463
13,0.7065062727478759,,0.504359165522769,0.29640905817328633,3.0,,,lightgbm,30.0,0.8051489963403755,COMPLETE,0 days 00:00:25.719164
14,0.7044851306214491,,0.5180432097618172,0.2952236810578537,3.0,,,lightgbm,24.0,0.8307030555207313,COMPLETE,0 days 00:00:24.079524
15,0.7057738770396979,,0.6631626044390568,0.23344511716092764,4.0,,,lightgbm,24.0,0.5149749858783018,COMPLETE,0 days 00:00:23.532011
16,0.7073024737982787,,0.6686424083183674,0.2233416813164139,4.0,,,lightgbm,25.0,0.5041446705783218,COMPLETE,0 days 00:00:23.025659
17,0.6931390835216753,2.6930589861553464,,,,,,svm,,,COMPLETE,0 days 00:02:00.550587
18,0.6931205065966011,2.754369427247768,,,,,,svm,,,COMPLETE,0 days 00:02:05.421226
19,0.7092500885298022,,0.8211253936687031,0.21932009333440433,7.0,,,lightgbm,25.0,0.5037989906506704,COMPLETE,0 days 00:00:24.629922
20,0.7094141734087148,,0.8134447641432204,0.2177430440710555,7.0,,,lightgbm,26.0,0.5903700609785901,COMPLETE,0 days 00:00:25.066744
21,0.7094274769714182,,0.8231895173021634,0.2270939910031226,7.0,,,lightgbm,25.0,0.5923289211074608,COMPLETE,0 days 00:00:24.784278
22,0.7094112746644189,,0.8132646538752556,0.21384890351694807,7.0,,,lightgbm,26.0,0.5909012810153974,COMPLETE,0 days 00:00:25.491216
23,0.7083938054637565,,0.8257672511812607,0.217683435070433,7.0,,,lightgbm,21.0,0.5853397551873415,COMPLETE,0 days 00:00:25.160913
24,0.7079543217147344,,0.9966543478324917,0.19273582308864834,7.0,,,lightgbm,21.0,0.6149632020510536,COMPLETE,0 days 00:00:25.305776
25,0.7089355727923842,,0.9883509854214108,0.18498169133699965,8.0,,,lightgbm,26.0,0.6005784561326223,COMPLETE,0 days 00:00:25.815019
26,0.7102089907793311,,0.7838732917353263,0.1833113478357459,8.0,,,lightgbm,26.0,0.5832272250894193,COMPLETE,0 days 00:00:25.328835
27,0.7108068742508338,,0.781120843127629,0.2501756168254183,8.0,,,lightgbm,27.0,0.5656301880165443,COMPLETE,0 days 00:00:24.778484
28,0.7092406071355897,,0.7627736844373141,0.25174979260618124,8.0,,,lightgbm,22.0,0.5564764710027896,COMPLETE,0 days 00:00:26.785009
29,0.7051563604840766,,0.7666135488536895,0.2512799553702347,8.0,,,xgboost,23.0,0.5454088252952074,COMPLETE,0 days 00:00:43.084790
30,0.7062283048440169,,0.9062880390576754,0.2570018201338796,8.0,,,xgboost,23.0,0.747964249762314,COMPLETE,0 days 00:00:41.799290
31,0.6987315218763,0.1370989445002091,,,,,,svm,,,COMPLETE,0 days 00:00:56.911700
32,0.7104733877578345,,0.8565597549682576,0.1871237596332916,9.0,,,lightgbm,26.0,0.6454294971090202,COMPLETE,0 days 00:00:26.175252
33,0.7110157646347152,,0.889726450524801,0.17768268066313536,9.0,,,lightgbm,27.0,0.6307243188569395,COMPLETE,0 days 00:00:25.059009
34,0.7103269267219279,,0.884351205558225,0.1813457651351614,9.0,,,lightgbm,27.0,0.6535346669646025,COMPLETE,0 days 00:00:25.941557
35,0.7105441139249962,,0.8961607746419076,0.1773320976516786,9.0,,,lightgbm,27.0,0.654828017153998,COMPLETE,0 days 00:00:24.989009
36,0.708689219751229,,0.8983980935328809,0.11358305966605954,9.0,,,lightgbm,28.0,0.6604587911666874,COMPLETE,0 days 00:00:25.999294
37,0.7090207945174849,,0.9308684649634007,0.11673048515325903,9.0,,,lightgbm,30.0,0.7114866584754973,COMPLETE,0 days 00:00:25.827054
38,0.6868392172936835,,,,9.0,5.0,10.0,random_forest,30.0,,COMPLETE,0 days 00:00:25.138425
39,0.683091707146514,,,,9.0,5.0,7.0,random_forest,19.0,,COMPLETE,0 days 00:00:23.601738
40,0.6936031338794151,1.6145015034057018,,,,,,svm,,,COMPLETE,0 days 00:01:58.798630
41,0.6936249776499487,1.5837977055225054,,,,,,svm,,,COMPLETE,0 days 00:01:51.466613
42,0.7106070465627349,,0.861353853118952,0.1707380535732929,9.0,,,lightgbm,27.0,0.6459967484072252,COMPLETE,0 days 00:00:25.874830
43,0.7094879058914269,,0.868239084942953,0.16792712611022206,9.0,,,lightgbm,28.0,0.6529858390255721,COMPLETE,0 days 00:00:26.097186
44,0.7100981817446054,,0.8558544520928322,0.1661689033021852,9.0,,,lightgbm,27.0,0.6274255755826038,COMPLETE,0 days 00:00:25.400733
45,0.7090286161885112,,0.9367752604311672,0.13867891008275113,8.0,,,lightgbm,27.0,0.734857150451061,COMPLETE,0 days 00:00:25.139234
46,0.7008827309396137,,0.9467721038494195,0.13726060247096616,8.0,,,lightgbm,13.0,0.7397617613315003,COMPLETE,0 days 00:00:23.494689
47,0.7085042916118863,,0.9526572656981418,0.20104166164602622,8.0,,,xgboost,28.0,0.6848451708152129,COMPLETE,0 days 00:00:44.448638
48,0.6917396533018966,,0.7221525848678727,0.2000319981342672,9.0,,,xgboost,5.0,0.6869108186467808,COMPLETE,0 days 00:00:26.990545
49,0.6897565258436346,,0.8487866172208861,0.08428456989199554,9.0,,,lightgbm,8.0,0.55101243893213,COMPLETE,0 days 00:00:13.537152
