number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
0,0.651614861624667,,0.721057956665646,0.03211178364290109,5.0,,,lightgbm,27.0,0.7836266004545814,COMPLETE,0 days 00:00:03.500430
1,0.6546452248546019,,0.8163227619163893,0.15846974354511753,6.0,,,xgboost,28.0,0.5188850777141789,COMPLETE,0 days 00:00:04.685594
2,0.6544295768295686,,0.6690274973044393,0.2736439043815318,5.0,,,lightgbm,14.0,0.9202521824505324,COMPLETE,0 days 00:00:03.376021
3,0.635213004401684,,,,3.0,2.0,6.0,random_forest,26.0,,COMPLETE,0 days 00:00:03.796600
4,0.6433475824663618,,,,8.0,5.0,9.0,random_forest,9.0,,COMPLETE,0 days 00:00:02.779409
5,0.6531580946930059,,0.6283398625161725,0.043595535951628094,5.0,,,lightgbm,30.0,0.6344459530915143,COMPLETE,0 days 00:00:03.658693
6,0.6494625455842065,1.8020165856444992,,,,,,svm,,,COMPLETE,0 days 00:00:04.105449
7,0.6494615210929715,2.8874382938109764,,,,,,svm,,,COMPLETE,0 days 00:00:04.050846
8,0.6548199478301789,,0.5083386623478561,0.06826343816612003,8.0,,,xgboost,24.0,0.8276532444675333,COMPLETE,0 days 00:00:06.225660
9,0.6494662640504313,0.8544847922203075,,,,,,svm,,,COMPLETE,0 days 00:00:05.345682
10,0.6442704340179576,,0.9737854905740178,0.2464607312421462,9.0,,,xgboost,19.0,0.9857983776331225,COMPLETE,0 days 00:00:07.828782
11,0.651939268396183,,0.5030374386604969,0.12561245827694462,9.0,,,xgboost,20.0,0.945146023415729,COMPLETE,0 days 00:00:06.007635
12,0.6509418324749076,,0.9348230379515226,0.16664860607774257,7.0,,,xgboost,22.0,0.5050421616266632,COMPLETE,0 days 00:00:06.184820
13,0.65186320531111,,0.8792338966930242,0.1435578996538101,7.0,,,xgboost,23.0,0.5219823889795661,COMPLETE,0 days 00:00:06.249310
14,0.6532239342191161,,0.844462992592101,0.1361175865591922,7.0,,,xgboost,25.0,0.7677964613143191,COMPLETE,0 days 00:00:05.309723
15,0.6544395819212994,,0.8086572206210167,0.09691925043842159,7.0,,,xgboost,29.0,0.7827980383802275,COMPLETE,0 days 00:00:05.800465
16,0.6556230585307827,,0.5299171041792068,0.0844002978344782,6.0,,,xgboost,29.0,0.6620759327722818,COMPLETE,0 days 00:00:04.431030
17,0.6504934775551845,,0.5057984499604468,0.19730391284459828,3.0,,,xgboost,15.0,0.6720814567493715,COMPLETE,0 days 00:00:02.674323
18,0.6489238950722337,,0.7585891339752134,0.0915607336283257,6.0,,,xgboost,6.0,0.860792568072222,COMPLETE,0 days 00:00:03.825139
19,0.6399150197013092,,,,8.0,1.0,2.0,random_forest,5.0,,COMPLETE,0 days 00:00:03.135586
20,0.6494994967075992,,,,8.0,1.0,2.0,random_forest,24.0,,COMPLETE,0 days 00:00:03.057268
