number,value,params_C,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_model_name,params_n_estimators,params_subsample,state,duration
0,0.654582483496495,,0.8942161033759398,0.1651859861412726,6.0,,,lightgbm,24.0,0.7596712813351074,COMPLETE,0 days 00:00:04.373134
1,0.654641228884989,,0.5093014243434841,0.2889442422243235,6.0,,,xgboost,21.0,0.8732500703296939,COMPLETE,0 days 00:00:04.851560
2,0.6459188048058714,,0.949485604361282,0.04532615661270916,9.0,,,xgboost,7.0,0.6807170464629293,COMPLETE,0 days 00:00:04.639959
3,0.6503873856536168,,,,8.0,4.0,8.0,random_forest,23.0,,COMPLETE,0 days 00:00:03.106969
4,0.6510985782247354,,0.829316575156517,0.02182877094049703,8.0,,,xgboost,14.0,0.7166214931929774,COMPLETE,0 days 00:00:04.961440
5,0.6532441018478272,,0.9111022257449434,0.11532500466154903,6.0,,,xgboost,20.0,0.9769965804107581,COMPLETE,0 days 00:00:04.072277
6,0.6500109263984178,0.34975903404387826,,,,,,svm,,,COMPLETE,0 days 00:00:05.472155
7,0.6492289559801298,,0.5293233474687451,0.2079539820593741,8.0,,,xgboost,5.0,0.8453648042496877,COMPLETE,0 days 00:00:03.609121
8,0.6391424188291687,,,,4.0,1.0,10.0,random_forest,26.0,,COMPLETE,0 days 00:00:03.181266
9,0.6453582585686888,,0.7082787065877427,0.03761911825994145,4.0,,,xgboost,19.0,0.6407002085224084,COMPLETE,0 days 00:00:03.124888
10,0.6541114179308121,,0.7321990262671549,0.23808509397920632,9.0,,,lightgbm,14.0,0.6178114907553502,COMPLETE,0 days 00:00:02.888621
11,0.6499993036135248,2.9144052628139754,,,,,,svm,,,COMPLETE,0 days 00:00:04.157721
12,0.6541329195694828,,0.5098331959395782,0.282803035850056,6.0,,,lightgbm,29.0,0.8391170897930365,COMPLETE,0 days 00:00:03.367656
13,0.6521900463427489,,0.534765465320411,0.29930685942665963,6.0,,,lightgbm,30.0,0.8491263503440716,COMPLETE,0 days 00:00:04.028708
14,0.6558317760648728,,0.6324969506663563,0.15444087859301667,5.0,,,lightgbm,24.0,0.5113872140887108,COMPLETE,0 days 00:00:04.136082
15,0.6560148924717646,,0.629022245592886,0.1490442808983102,5.0,,,lightgbm,24.0,0.9782390697715329,COMPLETE,0 days 00:00:03.699401
16,0.6481550838595952,,0.6510581677502609,0.11038872505308281,3.0,,,lightgbm,16.0,0.5612165738946389,COMPLETE,0 days 00:00:02.988112
17,0.6419392675792345,,,,5.0,5.0,2.0,random_forest,22.0,,COMPLETE,0 days 00:00:02.679516
18,0.6560587733940181,,0.6267605103826728,0.14947873458001712,4.0,,,lightgbm,26.0,0.5188815937278747,COMPLETE,0 days 00:00:03.122712
19,0.6557914062252405,,0.6407245245423215,0.1504416219053461,4.0,,,lightgbm,26.0,0.9950561127231977,COMPLETE,0 days 00:00:03.064909
20,0.651782474057608,,0.6121056070588411,0.09554111611336658,3.0,,,lightgbm,27.0,0.9528711115785812,COMPLETE,0 days 00:00:03.029792
21,0.6513037535286893,,0.6036138205696722,0.0878977678242393,3.0,,,lightgbm,27.0,0.929995396087329,COMPLETE,0 days 00:00:03.856141
22,0.6567165220750534,,0.5962479165663763,0.1773913360840407,5.0,,,lightgbm,25.0,0.5104441891844732,COMPLETE,0 days 00:00:04.375363
23,0.6554830231832846,,0.6883121421516888,0.16469166212790992,5.0,,,lightgbm,24.0,0.5247348060575634,COMPLETE,0 days 00:00:03.611694
24,0.6557742869587456,,0.7038998263055225,0.20303930763831543,5.0,,,lightgbm,17.0,0.5114320474751141,COMPLETE,0 days 00:00:02.917689
25,0.6500002562024902,2.0728959850832633,,,,,,svm,,,COMPLETE,0 days 00:00:04.088576
26,0.6500002477371142,2.140357816220625,,,,,,svm,,,COMPLETE,0 days 00:00:04.244043
27,0.6563692720106914,,0.5747187448064953,0.19140760315296046,4.0,,,lightgbm,29.0,0.5965115152688428,COMPLETE,0 days 00:00:03.298554
28,0.6566989818994274,,0.5890758487267799,0.20150520730783955,4.0,,,lightgbm,29.0,0.5867604819363559,COMPLETE,0 days 00:00:03.739691
29,0.6571670898632195,,0.5703590341951125,0.20010234566875712,4.0,,,lightgbm,30.0,0.6042568875830487,COMPLETE,0 days 00:00:04.424432
